name,brand,upc,source,created_at,category,alt_group,serving_g,calories,carbs_g,fiber_g,sugar_g,added_sugar_g,sugar_alcohols_g,protein_g,fat_g,sodium_mg,ingredients_text,__display,net_carbs_g,categories_all
Sesame Honey Almonds,Trader Joe's,649056,openfoodfacts,2025-09-12T18:33:40.062029+00:00,nut,nuts-seeds,30.0,180.0,10.0,2.0,6.0,5.0,,6.0,12.0,45.0,"ALMONDS, SESAME SEEDS, SUGAR, BUTTER (MILK), SALT, HONEY, COCOA POWDER","{'carbs_g': '10.0g', 'fiber_g': '2.0g', 'sugar_g': '6.0g', 'added_sugar_g': '5.0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '6.0g', 'fat_g': '12.0g', 'sodium_mg': '45mg'}",8.0,nuts-and-seeds
Red Quinoa,Happy Andes,653981866204,openfoodfacts,2025-09-09T20:03:53.603142,grain,quinoa,100.0,180.0,29.0,3.0,2.0,,,8.0,4.0,0.0,,"{'carbs_g': '29.0g', 'fiber_g': '3.0g', 'sugar_g': '2.0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '8.0g', 'fat_g': '4.0g', 'sodium_mg': '0mg'}",26.0,
Organic Dry Roasted & Salted Pistachios,Thrive Market,671635702586,openfoodfacts,2025-09-12T18:35:34.942472+00:00,nut,nuts-seeds,100.0,0.0,,,,,,,,0.0,"ORGANIC PISTACHIOS IN SHELL, SALT, CONTAINS: PISTACHIOS.","{'carbs_g': 'not listed', 'fiber_g': 'not listed', 'sugar_g': 'not listed', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': 'not listed', 'fat_g': 'not listed', 'sodium_mg': '0mg'}",0.0,nuts-and-seeds
Organic Super Bread,Marks & Spencer,671729,openfoodfacts,2025-09-12T18:52:20.002526+00:00,bread,bread,64.0,240.0,24.0,5.0,3.0,1.0,,9.0,13.0,200.0,"WATER, ORGANIC WHEAT FLOUR, ORGANIC PUMPKIN SEEDS, ORGANIC FLAX SEEDS, ORGANIC SUNFLOWER SEEDS, ORGANIC WHOLE WHEAT FLOUR, ORGANIC CARROTS, ORGANIC RYE FLOUR, CONTAINS 2% OR LESS OF YEAST, ORGANIC SUGAR, ORGANIC DRIED APPLE, ORGANIC WHEAT GLUTEN, SEA SALT, ORGANIC ROLLED OATS, ORGANIC MILLET, ORGANIC SESAME SEEDS, ORGANIC HIGH-OLEIC SAFFLOWER OIL DOUGH CONDITIONER (CALCIUM SULFATE, SEA SALT, ASCORBIC ACID, ENZYMES), ORGANIC WHEAT STARCH, LACTIC ACID STARTER CULTURE, ORGANIC DRIED BANANA. AC","{'carbs_g': '24.0g', 'fiber_g': '5.0g', 'sugar_g': '3.0g', 'added_sugar_g': '1.0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '9.0g', 'fat_g': '13.0g', 'sodium_mg': '200mg'}",19.0,plant-based-foods-and-beverages|plant-based-foods|cereals-and-potatoes|breads
SPROUTED ROLLED OATS,One Degree Organic Foods,675625371189,openfoodfacts,2025-09-09T20:06:25.276696,grain,oats,52.0,200.0,34.0,6.0,,,,7.0,3.5,0.0,sprouted organic gluten-free oats,"{'carbs_g': '34.0g', 'fiber_g': '6.0g', 'sugar_g': 'not listed', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '7.0g', 'fat_g': '3.5g', 'sodium_mg': '0mg'}",28.0,
Gluten free sprouted quick oats,One Degree Organic Foods,675625372070,openfoodfacts,2025-09-09T20:02:45.440589,grain,oats,51.0,200.0,34.0,5.0,0.0,,,7.0,3.5,0.0,Gluten free Oats,"{'carbs_g': '34.0g', 'fiber_g': '5.0g', 'sugar_g': '0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '7.0g', 'fat_g': '3.5g', 'sodium_mg': '0mg'}",29.0,
Tri-Color Quinoa,Nature's Earthly Choice,679948100730,openfoodfacts,2025-09-09T20:03:52.835474,grain,quinoa,43.0,160.0,27.0,3.0,2.0,,,6.0,2.5,0.0,"ORGANIC WHITE QUINOA, ORGANIC RED QUINOA, ORGANIC BLACK QUINOA","{'carbs_g': '27.0g', 'fiber_g': '3.0g', 'sugar_g': '2.0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '6.0g', 'fat_g': '2.5g', 'sodium_mg': '0mg'}",24.0,
Pure Life,Nestlé,6827465,openfoodfacts,2025-09-09T20:09:49.479459,drink,drink,479.107,0.0,0.0,,,,,0.0,0.0,0.0,"purified water, calcium chloride, sodium bicarbonate, magnesium sulfate,","{'carbs_g': '0g', 'fiber_g': 'not listed', 'sugar_g': 'not listed', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '0g', 'fat_g': '0g', 'sodium_mg': '0mg'}",0.0,
Quick Oats,Northern Golden,69535667058,openfoodfacts,2025-09-09T20:02:51.848229,grain,oats,200.0,750.0,135.0,8.0,5.0,,,25.0,12.5,0.0,Whole Grain Rolled Oats.,"{'carbs_g': '135.0g', 'fiber_g': '8.0g', 'sugar_g': '5.0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '25.0g', 'fat_g': '12.5g', 'sodium_mg': '0mg'}",127.0,
MEGA OMEGA,POWER UP,708747151930,openfoodfacts,2025-09-09T20:07:01.275084,nut,nuts-seeds,30.0,140.0,16.0,2.0,11.0,5.0,,3.0,8.0,0.0,"dried cranberries (cranberries, sugar, sunflower oil), dried mango (mango, sugar, citric acid), roasted almonds (almonds, sunflower and/or canola oil), walnuts, pumpkin seeds,","{'carbs_g': '16.0g', 'fiber_g': '2.0g', 'sugar_g': '11.0g', 'added_sugar_g': '5.0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '3.0g', 'fat_g': '8.0g', 'sodium_mg': '0mg'}",14.0,
natural vanilla bean,Blue Bell Ice Cream,71899835486,openfoodfacts,2025-09-09T20:07:53.115185,dessert,ice-cream,102.0,280.0,31.0,1.0,21.0,16.0,,5.0,16.0,120.0,"milk, cream, sugar, skim milk, natural vanilla flavor, natural vanilla beans, natural vegetable gums (guar, carob bean).","{'carbs_g': '31.0g', 'fiber_g': '1.0g', 'sugar_g': '21.0g', 'added_sugar_g': '16.0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '5.0g', 'fat_g': '16.0g', 'sodium_mg': '120mg'}",30.0,
Jasmine Brown Rice,Harris Teeter,72036726193,openfoodfacts,2025-09-09T20:03:17.846185,grain,rice,45.0,160.0,34.0,2.0,,,,3.0,1.0,0.0,WHOLE GRAIN BROWN THAI HOM MALI JASMINE RICE,"{'carbs_g': '34.0g', 'fiber_g': '2.0g', 'sugar_g': 'not listed', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '3.0g', 'fat_g': '1.0g', 'sodium_mg': '0mg'}",32.0,
Quinoa,Harris Teeter,72036736970,openfoodfacts,2025-09-09T20:03:48.863101,grain,quinoa,45.0,0.0,,,,,,,,0.0,"white,black and red quinoa","{'carbs_g': 'not listed', 'fiber_g': 'not listed', 'sugar_g': 'not listed', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': 'not listed', 'fat_g': 'not listed', 'sodium_mg': '0mg'}",0.0,
Quinoa Organic White,Sarita,720579710130,openfoodfacts,2025-09-09T20:04:03.045892,grain,quinoa,100.0,395.3488372093,67.441860465116,9.3023255813953,9.3023255813953,,,11.627906976744,6.9767441860465,0.0,,"{'carbs_g': '67.4g', 'fiber_g': '9.3g', 'sugar_g': '9.3g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '11.6g', 'fat_g': '7.0g', 'sodium_mg': '0mg'}",58.13953488372069,
Thick Sliced Multigrain Bread,Nature's Own,72250020756,openfoodfacts,2025-09-12T18:51:36.448278+00:00,bread,bread,84.0,261.904761904762,50.0,2.38095238095238,7.14285714285714,7.14285714285714,,9.52380952380952,4.76190476190476,0.523809523809524,"UNBLEACHED ENRICHED FLOUR (WHEAT FLOUR MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, FERMENTED RYE FLOUR, FERMENTED WHEAT FLOUR, SUGAR, YEAST, CONTAINS 2% OR LESS OF EACH OF THE FOLLOWING: SOYBEAN OIL, SALT WHEAT GLUTEN, BROWN SUGAR, FLAX SEED, MILLET, SUNFLOWER SEEDS, WHOLE OAT GROATS, SPROUTED RYE GRAINS, SPROUTED TRITICALE GRAINS, SPROUTED WHEAT GRAINS, CULTURED WHEAT FLOUR, SUNFLOWER LECITHIN, VINEGAR, CRACKED WHEAT, DRIED MOLASSES, MONOCALCIUM PHOSPHATE, ENZYMES, ASCORBIC 490-022422 ACID, SOY LECITHIN.","{'carbs_g': '50.0g', 'fiber_g': '2.4g', 'sugar_g': '7.1g', 'added_sugar_g': '7.1g', 'sugar_alcohols_g': 'not listed', 'protein_g': '9.5g', 'fat_g': '4.8g', 'sodium_mg': '1mg'}",47.61904761904762,plant-based-foods-and-beverages|plant-based-foods|cereals-and-potatoes|cereals-and-their-products|flours|cereal-flours|breads|wheat-flours|bread-flours|sliced-breads|wheat-bread-flour
Honey Wheat,Nature's Own,72250037068,openfoodfacts,2025-09-12T18:49:02.190800+00:00,bread,bread,26.0,70.0,14.0,1.0,2.0,2.0,,3.0,0.5,120.0,"UNBLEACHED ENRICHED FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, WHOLE WHEAT FLOUR, HONEY, WHEAT GLUTEN, SUGAR, WHEAT BRAN, YEAST, CULTURED WHEAT FLOUR, SALT, SOY - BEAN OIL, SOY FLOUR, CALCIUM SULFATE, MONOGLYCERIDES, ENZYMES, MONOCALCIUM PHOSPHATE, SOY LECITHIN, ASCORBIC ACID, NIACIN, REDUCED IRON, THIAMIN MONONITRATE (VITAMIN B1), RIBOFLAVIN, FOLIC ACID, CALCIUM CARBONATE.","{'carbs_g': '14.0g', 'fiber_g': '1.0g', 'sugar_g': '2.0g', 'added_sugar_g': '2.0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '3.0g', 'fat_g': '0.5g', 'sodium_mg': '120mg'}",13.0,plant-based-foods-and-beverages|plant-based-foods|cereals-and-potatoes|cereals-and-their-products|breads|sliced-breads|wholemeal-breads|wholemeal-sliced-breads
100% Whole Wheat,Nature's Own,72250037129,openfoodfacts,2025-09-12T18:49:05.919490+00:00,bread,bread,26.0,60.0,12.0,2.0,1.0,1.0,,3.0,0.5,120.0,"WHOLE WHEAT FLOUR, WATER, YEAST, BROWN SUGAR, WHEAT GLUTEN, SALT, CULTURED WHEAT FLOUR, SOYBEAN OIL, VINEGAR, DISTILLED MONOGLYCERIDES, ENZYMES, MONOCALCIUM PHOSPHATE, ASCORBIC ACID, SOY LECITHIN, WHEAT BRAN.","{'carbs_g': '12.0g', 'fiber_g': '2.0g', 'sugar_g': '1.0g', 'added_sugar_g': '1.0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '3.0g', 'fat_g': '0.5g', 'sodium_mg': '120mg'}",10.0,plant-based-foods-and-beverages|plant-based-foods|cereals-and-potatoes|breads|sliced-breads|white-breads|wheat-breads
Butterbread,Nature's Own,72250049191,openfoodfacts,2025-09-09T20:09:01.587987,cereal,cereal,26.0,60.0,12.0,,1.999,1.999,,2.0,0.0,100.1,"unbleached enriched flour (wheat flour, malted barley flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), water, sugar, contains 2% or less of each of the following, yeast, soy flour, butter (made from milk), monoglycerides, ascorbic acid, enzymes, wheat gluten, salt, calcium sulfate, cultured wheat flour, vinegar, monocalcium phosphate, soy lecithin, calcium carbonate,","{'carbs_g': '12.0g', 'fiber_g': 'not listed', 'sugar_g': '2.0g', 'added_sugar_g': '2.0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '2.0g', 'fat_g': '0g', 'sodium_mg': '100mg'}",12.0,
Quinoa & Brown Rice Blend Roasted Red Pepper & Basil,Near East,72251020069,openfoodfacts,2025-09-09T20:03:59.638302,grain,rice,70.0,270.0,53.0,3.99,1.0,,,8.0,2.0,0.388,"Quinoa, Precooked Parboiled Long Grain Brown Rice, Red Bell Pepper (Dried), Salt, Yeast Extract, Garlic Powder, Tomato Powder, Basil (Dried), Potato Maltodextrin, Onion Powder, Sugar, Natural Flavor (Contains Soy and Wheat), Citric Acid, Black Pepper, Maltodextrin. CONTAINS SOY AND WHEAT INGREDIENTS.","{'carbs_g': '53.0g', 'fiber_g': '4.0g', 'sugar_g': '1.0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '8.0g', 'fat_g': '2.0g', 'sodium_mg': '0mg'}",49.01,
Quick & Easy Steel Cut Irish Oatmeal,McCann's,72463000354,openfoodfacts,2025-09-09T20:02:21.104980,grain,oats,40.0,150.0,27.0,3.0,1.0,,,4.0,2.5,0.0,whole grain oats,"{'carbs_g': '27.0g', 'fiber_g': '3.0g', 'sugar_g': '1.0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '4.0g', 'fat_g': '2.5g', 'sodium_mg': '0mg'}",24.0,
Alden's organic strawberry ice cream,Oregon Ice Cream,72609741844,openfoodfacts,2025-09-09T20:07:54.674927,dessert,ice-cream,93.0,200.0,24.0,0.0,20.0,,,2.0,11.0,30.0,"Milk*, cream*, cane sugar*, strawberries*, tapioca syrup*, tapioca starch*, natural strawberry flavor*, with other natural flavors, guar gum*, citric acid, red beet juice concentrate* (color), pectin, soy lecithin*, locust bean gum*, xanthan gum.","{'carbs_g': '24.0g', 'fiber_g': '0g', 'sugar_g': '20.0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '2.0g', 'fat_g': '11.0g', 'sodium_mg': '30mg'}",24.0,
Vanilla bean ice cream,Oregon Ice Cream,72609741851,openfoodfacts,2025-09-09T20:07:37.316454,dessert,ice-cream,89.0,200.0,21.0,,19.0,15.0,,3.0,12.0,40.0,"Milk,* cream,* cane sugar,* tapioca syrup,* tapioca starch,* vanilla extract,* guar gum,* soy lecithin,* ground vanilla beans,* locust bean gum,* xanthan gum.","{'carbs_g': '21.0g', 'fiber_g': 'not listed', 'sugar_g': '19.0g', 'added_sugar_g': '15.0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '3.0g', 'fat_g': '12.0g', 'sodium_mg': '40mg'}",21.0,
Old-Fashioned Vanilla Ice Cream,Tillamook,72830081092,openfoodfacts,2025-09-09T20:07:57.017270,dessert,ice-cream,95.0,210.0,22.0,,21.0,16.0,,4.0,13.0,55.0,"CREAM, SKIM MILK, MILK, SUGAR, PASTEURIZED EGG YOLKS, VANILLA EXTRACT, TARA GUM, GUAR GUM, NATURAL FLAVOR.","{'carbs_g': '22.0g', 'fiber_g': 'not listed', 'sugar_g': '21.0g', 'added_sugar_g': '16.0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '4.0g', 'fat_g': '13.0g', 'sodium_mg': '55mg'}",22.0,
Ice cream,Tillamook,72830081146,openfoodfacts,2025-09-09T20:07:35.001032,dessert,ice-cream,95.0,210.0,22.0,,21.0,16.0,,4.0,13.0,55.0,"cream, skim milk, milk, sugar, pasteurized egg yolks, vanilla extract, tara gum, guar gum, vanilla bean, natural flavor. contains: egg, milk. made on equipment that makes products made in the usa than is legally required. till amook","{'carbs_g': '22.0g', 'fiber_g': 'not listed', 'sugar_g': '21.0g', 'added_sugar_g': '16.0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '4.0g', 'fat_g': '13.0g', 'sodium_mg': '55mg'}",22.0,
Tillamook Mudslide Ice Cream,Tillamook,72830081191,openfoodfacts,2025-09-09T20:07:51.561970,dessert,ice-cream,95.0,260.0,26.0,,,,,4.0,16.0,0.0,"ALE, MILX, SUGAR, COCZA MAUT DL, COCONUT OL, CE PONGER, COCDA, TRA INCA, SALT, SCHLOTN L","{'carbs_g': '26.0g', 'fiber_g': 'not listed', 'sugar_g': 'not listed', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '4.0g', 'fat_g': '16.0g', 'sodium_mg': '0mg'}",26.0,
100% Whole Wheat Bread,Sara Lee,72945601345,openfoodfacts,2025-09-12T15:00:17.537666+00:00,cereal,cereal,26.0,60.0,12.0,2.0,1.0,0.0,,3.0,1.0,0.0,"WHOLE FLOUR, WATER, WHEAT GLUTEN, SUGAR, YEAST, VEGETABLE OIL (SOYBEAN), SALT, PRESERVATIVES (CALCIUM PROPIONATE, SORBIC ACID), DATEM, NATURAL FLAVORS, MONOGLYCERIDES, MONOCALCIUM PHOSPHATE, SOY LECITHIN, CITRIC ACID, GRAIN VINEGAR, SESAME SEEDS. R23-291-300498 CONTAINS WHEAT, SOY, SESAME. MADE IN A BAKERY THAT MAY ALSO USE MILK, EGG, TREE NUTS.","{'carbs_g': '12.0g', 'fiber_g': '2.0g', 'sugar_g': '1.0g', 'added_sugar_g': '0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '3.0g', 'fat_g': '1.0g', 'sodium_mg': '0mg'}",10.0,
Honey Wheat Bread,Sara Lee,72945601369,openfoodfacts,2025-09-12T18:52:01.853838+00:00,bread,bread,26.0,250.0,42.8571428571429,0.0,7.14285714285715,0.0,,7.14285714285715,3.57142857142857,0.0,"enriched wheat flour [flour, malted barley flour, reduced iron, niacin, thiamin mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid], water, honey, whole wheat flour, yeast, wheat gluten, soybean oil, wheat bran, sugar, salt, preservatives (calcium propionate, sorbic acid), datem, monoglycerides, cellulose gum, natural flavors, monocalcium phosphate, calcium sulfate, soy lecithin, citric acid, grain vinegar, potassium iodate,","{'carbs_g': '42.9g', 'fiber_g': '0g', 'sugar_g': '7.1g', 'added_sugar_g': '0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '7.1g', 'fat_g': '3.6g', 'sodium_mg': '0mg'}",42.8571428571429,plant-based-foods-and-beverages|plant-based-foods|cereals-and-potatoes|breads|white-breads|wheat-breads
Artesano bakery bread,Sara Lee,72945612419,openfoodfacts,2025-09-12T18:50:16.116560+00:00,bread,bread,38.0,289.473684210526,50.0,2.63157894736842,5.26315789473684,5.26315789473684,,7.89473684210526,0.0,0.526315789473684,"ENRICHED WHEAT FLOUR (FLOUR, MALTED BARLEY FLOUR, REDUCED IRON, NIACIN, THIAMIN MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), FOLIC ACID), WATER, SUGAR, YEAST, VEGETABLE OIL (SOYBEAN), WHEAT GLUTEN, SEA SALT, CULTURED WHEAT FLOUR, SOY LECITHIN, CITRIC ACID GRAIN VINEGAR, SESAME SEEDS.","{'carbs_g': '50.0g', 'fiber_g': '2.6g', 'sugar_g': '5.3g', 'added_sugar_g': '5.3g', 'sugar_alcohols_g': 'not listed', 'protein_g': '7.9g', 'fat_g': '0g', 'sodium_mg': '1mg'}",47.36842105263158,plant-based-foods-and-beverages|plant-based-foods|cereals-and-potatoes|breads|sliced-breads
wasa,Barilla,7300400481571,openfoodfacts,2025-09-12T17:49:26.435115+00:00,cereal,cereal,8.8,29.7,5.46,1.76,0.176,,,0.792,0.132,35.2,"Farine complète de SEIGLE (110 g*), sel.","{'carbs_g': '5.5g', 'fiber_g': '1.8g', 'sugar_g': '0.2g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '0.8g', 'fat_g': '0.1g', 'sodium_mg': '35mg'}",3.7,
FIBRES,Wasa,7300400481588,openfoodfacts,2025-09-12T17:48:16.262111+00:00,cereal,cereal,10.0,33.3,4.6,2.6,0.2,,,1.3,0.5,48.0,"whole rye flour (57 g), wheat bran (27 g), oatmeal (13 g), sesame seeds (7.9 g), wheat germ, salt.","{'carbs_g': '4.6g', 'fiber_g': '2.6g', 'sugar_g': '0.2g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '1.3g', 'fat_g': '0.5g', 'sodium_mg': '48mg'}",1.9999999999999996,
Tartine croustillante Authentique,wasa,7300400481595,openfoodfacts,2025-09-12T17:48:04.374645+00:00,cereal,cereal,11.4,38.3,7.07,2.17,0.114,0.0,,1.03,0.171,45.6,"wholemeal rye flour (77 g*), rye flour (28 g*), yeast, salt, may contain traces of milk and sesame seeds, *in g per 100 g of product,","{'carbs_g': '7.1g', 'fiber_g': '2.2g', 'sugar_g': '0.1g', 'added_sugar_g': '0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '1.0g', 'fat_g': '0.2g', 'sodium_mg': '46mg'}",4.9,
Krisprolls complets sans sucres ajoutés,Krisprolls,7311070032611,openfoodfacts,2025-09-12T17:48:27.169600+00:00,cereal,cereal,100.0,400.0,68.0,8.3,1.1,,,13.0,6.6,440.0,"Whole wheat flour (62%), wheat flour, vegetable oils (fully hydrogenated rapeseed oil), barley malt, yeast, salt.","{'carbs_g': '68.0g', 'fiber_g': '8.3g', 'sugar_g': '1.1g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '13.0g', 'fat_g': '6.6g', 'sodium_mg': '440mg'}",59.7,
Whole Grains 100% Whole Wheat Bread,Oroweat,73130001322,openfoodfacts,2025-09-12T17:18:53.209187+00:00,cereal,cereal,43.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,"whole wheat flour, water, sugar, wheat gluten, raisin juice concentrate, soybean oil, yeast, cultured wheat flour, molasses, salt, soy lecithin, grain vinegar, citric acid, soy, whey,","{'carbs_g': '0g', 'fiber_g': '0g', 'sugar_g': '0g', 'added_sugar_g': '0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '0g', 'fat_g': '0g', 'sodium_mg': '0mg'}",0.0,
Brown Rice,Garant,7340083482113,openfoodfacts,2025-09-09T20:03:20.263711,grain,rice,100.0,0.0,,,,,,,,0.0,,"{'carbs_g': 'not listed', 'fiber_g': 'not listed', 'sugar_g': 'not listed', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': 'not listed', 'fat_g': 'not listed', 'sodium_mg': '0mg'}",0.0,
Zephyrhills,Zephyrhills,73430005044,openfoodfacts,2025-09-12T18:51:58.731590+00:00,drink,drink,500.0,0.0,0.0,,,,,0.0,0.0,0.0,"purified water, less than 0.5% of calcium chloride, sodium bicarbonate, and magnesium sulfate","{'carbs_g': '0g', 'fiber_g': 'not listed', 'sugar_g': 'not listed', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '0g', 'fat_g': '0g', 'sodium_mg': '0mg'}",0.0,plant-based-foods-and-beverages|beverages|plant-based-foods|cereals-and-potatoes|breads|special-breads|bagel-breads|plastics
Flourless Sprouted Grain Bread EZEKIEL 4:9,Food for Life,73472001202,openfoodfacts,2025-09-09T20:08:31.135468,cereal,cereal,34.0,80.0,15.0,3.0,,,,4.0,0.5,75.0,"organic sprouted wheat, filtered water, organic sprouted barley, organic sprouted millet, organic malted barley, organic sprouted lentils, organic sprouted soybeans, organic sprouted spelt, fresh yeast,organic wheat gluten, sea salt,","{'carbs_g': '15.0g', 'fiber_g': '3.0g', 'sugar_g': 'not listed', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '4.0g', 'fat_g': '0.5g', 'sodium_mg': '75mg'}",12.0,
EZEKIEL 4:9 Sesame,Lilly's,73472001233,openfoodfacts,2025-09-12T18:50:38.732071+00:00,bread,bread,34.0,80.0,15.0,3.0,0.0,0.0,,5.0,0.5,70.0,"Organic Sprouted Wheat, Filtered Water, Organic Sprouted Barley, Organic Sprouted Millet, Organic Malted Barley, Organic Sprouted Lentils, Organic Sprouted Soybeans, Organic Sprouted Spelt,  Yeast, Organic Wheat Gluten, Sea Salt, Organic Sesame Seeds.","{'carbs_g': '15.0g', 'fiber_g': '3.0g', 'sugar_g': '0g', 'added_sugar_g': '0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '5.0g', 'fat_g': '0.5g', 'sodium_mg': '70mg'}",12.0,plant-based-foods-and-beverages|plant-based-foods|cereals-and-potatoes|breads|sliced-breads|multigrain-sliced-breads
Flour Tortillas,Mission,73731004159,openfoodfacts,2025-09-12T18:51:59.347041+00:00,bread,bread,49.0,140.14,24.01,1.0,1.999,2.04081632653061,,3.9984,2.9988,410.13,"ENRICHED BLEACHED FLOUR (FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, VEGETABLE SHORTENING (INTERESTERIFIED AND HYDROGENATED SOYBEAN OILS), SALT, SUGAR, BAKING SODA, SODIUM ACID PYROPHOSPHATE, DISTILLED MONOGLYCERIDES, FUMARIC ACID, CALCIUM PROPIONATE, SORBIC ACID.","{'carbs_g': '24.0g', 'fiber_g': '1.0g', 'sugar_g': '2.0g', 'added_sugar_g': '2.0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '4.0g', 'fat_g': '3.0g', 'sodium_mg': '410mg'}",23.01,plant-based-foods-and-beverages|plant-based-foods|cereals-and-potatoes|breads|flatbreads|white-breads|wheat-breads|wheat-flatbreads|flour tortillas
CARB BALANCE FLOUR,MISSION,73731071090,openfoodfacts,2025-09-12T18:49:40.162308+00:00,bread,bread,43.0,70.0,19.0,17.0,0.0,0.0,,6.0,3.5,330.0,"water, modified wheat starch, enriched bleached flour (flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), vital wheat gluten, powdered cellulose, vegetable shortening (interesterified and hydrogenated soybean oils), wheat protein isolate (wheat gluten, lactic acid, sulfite), salt, baking soda, sodium acid pyrophosphate, cellulose gum, distilled monoglycerides, enzymes, natural flavor, sucralose, triglycerides, fumaric acid sunflower oil, canola oil, and calcium propionate and sorbic acid (to maintain freshness).","{'carbs_g': '19.0g', 'fiber_g': '17.0g', 'sugar_g': '0g', 'added_sugar_g': '0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '6.0g', 'fat_g': '3.5g', 'sodium_mg': '330mg'}",2.0,plant-based-foods-and-beverages|plant-based-foods|cereals-and-potatoes|cereals-and-their-products|flours|cereal-flours|breads|wheat-flours|flatbreads|white-breads|wheat-breads|wheat-flatbreads
Barista edition oat drink,Oatly!,7394376620157,openfoodfacts,2025-09-09T20:09:37.190045,grain,oats,100.0,61.0,7.1,0.8,3.4,,,1.1,3.0,40.0,"water, oats 10%, rapeseed oil, acidity regulator (dipotassium phosphate), minerals (calcium carbonate, potassium iodide), salt, vitamins (d2, riboflavin, b12),","{'carbs_g': '7.1g', 'fiber_g': '0.8g', 'sugar_g': '3.4g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '1.1g', 'fat_g': '3.0g', 'sodium_mg': '40mg'}",6.3,
